CHS_EVENT_SMAS_HISTORY_ID,CHS_EVENT_SMAS_SAMPLE_DATE,CHR_PCODE,CHR_RESULT_VALUE,CHR_LAB_QUAL,CHR_VALIDATED_YN,CHR_VALIDATION_DATE,CHR_VALIDATOR_QUAL,CHR_VALIDATOR_QUAL_EXPLN,CHR_METHOD_DETECT_LIMIT,CHR_REPORTING_DETECT_LIMIT,CHR_QUANTITATION_LIMIT,CHR_DETECTION_LIMIT_UNIT,CHR_LAB_VALIDATION_LEVEL,CHR_RESULT_COMMENT,CHS_SAMPLE_SOURCE,CHS_PARENT_SAMPLE_CDE,CHS_SAMPLE_DEL_GRP_EQUIS,CHS_SAMPLER,CHS_SAMPLING_COMPANY_CODE,CHS_COMMENT,CHEM_PARAMETER_NAME,CHEM_PARAMETER_UNIT,CHEM_PARAMETER_UNIT_NOSP,CHEM_PARAMETER_FRACTION,CHEM_PARAMETER_SOURCE,CHEM_PARAMETER_NOTES,high_flow_flag,year
07-MASH-0.1,3/29/2020,98,0.674,0,Y,1/11/2026,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, AMMONIA (AS N)",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-MASH-0.1,4/6/2020,98,NA,U,Y,1/17/2020,U,,0.05,0.05,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, AMMONIA (AS N)",mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,5/11/2020,98,NA,U,Y,1/22/2014,U,,0.05,0.05,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, AMMONIA (AS N)",mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,8/5/2020,98,NA,U,Y,1/28/2008,U,,0.05,0.05,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, AMMONIA (AS N)",mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,10/5/2020,98,NA,U,Y,2/2/2002,U,,0.05,0.05,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, AMMONIA (AS N)",mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,10/30/2020,98,0.468,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, AMMONIA (AS N)",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-REED-0.1,4/6/2020,98,NA,U,Y,10/15/2021,U,,0.05,0.05,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, AMMONIA (AS N)",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,5/11/2020,98,NA,U,Y,10/21/2015,U,,0.05,0.05,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, AMMONIA (AS N)",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,8/5/2020,98,NA,U,Y,10/15/2021,U,,0.05,0.05,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, AMMONIA (AS N)",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,10/5/2020,98,NA,U,Y,10/21/2015,U,,0.05,0.05,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, AMMONIA (AS N)",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,10/30/2020,98,0.768,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, AMMONIA (AS N)",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-BGST-0.1,3/29/2020,99,0.34,0,Y,10/21/2015,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-BGST-0.1,4/6/2020,99,NA,U,Y,10/15/2021,U,,0.01,0.01,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-BGST-0.1,5/11/2020,99,0.35,0,Y,10/21/2015,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-BGST-0.1,7/12/2020,99,0.99,0,Y,10/15/2021,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-BGST-0.1,8/5/2020,99,0.37,0,Y,10/21/2015,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-BGST-0.1,10/5/2020,99,NA,U,Y,10/15/2021,U,,0.01,0.01,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,3/29/2020,99,0.25,0,Y,10/21/2015,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-CATH-0.6,4/6/2020,99,0.26,0,Y,10/15/2021,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,5/11/2020,99,NA,U,Y,10/21/2015,U,,0.01,0.01,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,8/5/2020,99,NA,U,Y,10/15/2021,U,,0.01,0.01,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,10/5/2020,99,NA,U,Y,10/21/2015,U,,0.01,0.01,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,10/30/2020,99,NA,U,Y,10/15/2021,U,,0.01,0.01,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-KASH-0.3,3/29/2020,99,0.63,0,Y,10/21/2015,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-KASH-0.3,4/6/2020,99,0.28,0,Y,10/15/2021,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-KASH-0.3,5/11/2020,99,0.46,0,Y,10/21/2015,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-KASH-0.3,5/20/2020,99,0.78,0,Y,10/15/2021,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-KASH-0.3,6/8/2020,99,0.29,0,Y,10/21/2015,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-KASH-0.3,7/12/2020,99,0.76,0,Y,10/15/2021,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-MASH-0.1,3/29/2020,99,0.61,0,Y,10/21/2015,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-MASH-0.1,4/6/2020,99,0.35,0,Y,10/15/2021,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,5/11/2020,99,0.37,0,Y,10/21/2015,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,8/5/2020,99,0.28,0,Y,10/15/2021,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,10/5/2020,99,NA,U,Y,10/21/2015,U,,0.01,0.01,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,10/30/2020,99,0.31,0,Y,10/15/2021,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-REED-0.1,4/6/2020,99,NA,U,Y,10/21/2015,U,,0.01,0.01,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,5/11/2020,99,0.47,0,Y,10/15/2021,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,7/12/2020,99,0.86,0,Y,10/21/2015,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-REED-0.1,7/29/2020,99,0.6,0,Y,10/15/2021,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,8/5/2020,99,0.34,0,Y,10/21/2015,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,10/5/2020,99,NA,U,Y,10/15/2021,U,,0.01,0.01,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,10/30/2020,99,0.62,0,Y,10/21/2015,A,,0.01,NA,0.02,mg/L,,,,,,CSI,CSI,,"NITROGEN, KJELDAHL, TOTAL",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-BGST-0.1,3/29/2020,101,1.2,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-BGST-0.1,4/6/2020,101,1.1,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-BGST-0.1,5/11/2020,101,0.59,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-BGST-0.1,7/12/2020,101,1.36,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-BGST-0.1,8/5/2020,101,1.04,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-BGST-0.1,10/5/2020,101,1.8,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,3/29/2020,101,0.45,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-CATH-0.6,4/6/2020,101,0.36,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,5/11/2020,101,0.38,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,8/5/2020,101,0.14,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,10/5/2020,101,0.01,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,10/30/2020,101,0.25,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-KASH-0.3,3/29/2020,101,2.94,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-KASH-0.3,4/6/2020,101,3.49,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-KASH-0.3,5/11/2020,101,1.48,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-KASH-0.3,5/20/2020,101,1.69,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-KASH-0.3,6/8/2020,101,0.68,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-KASH-0.3,7/12/2020,101,8.84,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-MASH-0.1,3/29/2020,101,0.51,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-MASH-0.1,4/6/2020,101,0.47,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,5/11/2020,101,0.24,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,8/5/2020,101,0.29,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,10/5/2020,101,0.41,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,10/30/2020,101,0.33,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-REED-0.1,4/6/2020,101,0.47,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,5/11/2020,101,0.3,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,7/12/2020,101,1.44,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-REED-0.1,7/29/2020,101,0.32,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,8/5/2020,101,0.44,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,10/5/2020,101,0.09,0,Y,10/21/2015,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,10/30/2020,101,0.05,0,Y,10/15/2021,A,,0.05,NA,0.1,mg/L,,,,,,CSI,CSI,,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2020
07-BGST-0.1,3/29/2020,153,40.8,0,Y,10/21/2015,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2020
07-BGST-0.1,4/6/2020,153,1.75,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-BGST-0.1,5/11/2020,153,NA,U,Y,10/21/2015,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-BGST-0.1,7/12/2020,153,99,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2020
07-BGST-0.1,8/5/2020,153,NA,U,Y,10/21/2015,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-BGST-0.1,10/5/2020,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,3/29/2020,153,51.1,0,Y,10/21/2015,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2020
07-CATH-0.6,4/6/2020,153,3.25,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,5/11/2020,153,6.25,0,Y,10/21/2015,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,8/5/2020,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,10/5/2020,153,2.46,0,Y,10/21/2015,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-CATH-0.6,10/30/2020,153,13.5,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2020
07-KASH-0.3,3/29/2020,153,78.4,0,Y,10/21/2015,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2020
07-KASH-0.3,4/6/2020,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-KASH-0.3,5/11/2020,153,NA,U,Y,10/21/2015,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-KASH-0.3,5/20/2020,153,1.54,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-KASH-0.3,6/8/2020,153,NA,U,Y,10/21/2015,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-KASH-0.3,7/12/2020,153,30.8,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2020
07-MASH-0.1,3/29/2020,153,59.6,0,Y,10/21/2015,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2020
07-MASH-0.1,4/6/2020,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,5/11/2020,153,1.25,0,Y,10/21/2015,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,8/5/2020,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,10/5/2020,153,NA,U,Y,10/21/2015,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-MASH-0.1,10/30/2020,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2020
07-REED-0.1,4/6/2020,153,NA,U,Y,10/21/2015,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,5/11/2020,153,1.5,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,7/12/2020,153,4.8,0,Y,10/21/2015,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2020
07-REED-0.1,7/29/2020,153,4,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,8/5/2020,153,NA,U,Y,10/21/2015,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,10/5/2020,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2020
07-REED-0.1,10/30/2020,153,NA,U,Y,10/21/2015,U,,1,1,2.5,mg/L,,,,,,CSI,CSI,,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2020
07-BGST-0.1,3/29/2020,119,0.0229,0,Y,10/15/2021,A,,0.0003,NA,0.0011,mg/L,,,,,,CSI,CSI,,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2020
07-BGST-0.1,4/6/2020,119,0.0324,0,Y,10/21/2015,A,,0.0003,NA,0.0011,mg/L,,,,,,CSI,CSI,,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-BGST-0.1,5/11/2020,119,0.0097,0,Y,10/15/2021,A,,0.0003,NA,0.0011,mg/L,,,,,,CSI,CSI,,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-BGST-0.1,7/12/2020,119,0.158,0,Y,10/21/2015,A,,0.0003,NA,0.0011,mg/L,,,,,,CSI,CSI,,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2020
07-BGST-0.1,8/5/2020,119,0.0609,0,Y,10/15/2021,A,,0.0003,NA,0.0011,mg/L,,,,,,CSI,CSI,,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-BGST-0.1,10/5/2020,119,0.0776,0,Y,10/21/2015,A,,0.0003,NA,0.0011,mg/L,,,,,,CSI,CSI,,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-CATH-0.6,3/29/2020,119,0.0098,0,Y,10/15/2021,A,,0.0003,NA,0.0011,mg/L,,,,,,CSI,CSI,,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2020
07-CATH-0.6,4/6/2020,119,0.0239,0,Y,10/21/2015,A,,0.0003,NA,0.0011,mg/L,,,,,,CSI,CSI,,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-CATH-0.6,5/11/2020,119,0.00924,0,Y,10/15/2021,A,,0.0003,NA,0.0011,mg/L,,,,,,CSI,CSI,,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-CATH-0.6,8/5/2020,119,0.0192,0,Y,10/21/2015,A,,0.0003,NA,0.0011,mg/L,,,,,,CSI,CSI,,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-CATH-0.6,10/5/2020,119,0.0124,0,Y,10/15/2021,A,,0.0003,NA,0.0011,mg/L,,,,,,CSI,CSI,,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2020
07-CATH-0.6,10/30/2020,119,0.0243,0,Y,10/21/2015,A,,0.0003,NA,0.0011,mg/L,,,,,,CSI,CSI,,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2020
07-KASH-0.3,3/29/2020,119,0.037,0,Y,10/15/2021,A,,0.0003,NA,0.0011,mg/L,,,,,,CSI,CSI,,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2020
